amount,account_age_days,transactions_24h,failed_transactions_24h,device_changes_30d,location_mismatch,international_transaction,previous_chargebacks,is_risky
124.67,746,5,2,1,0,0,0,0
33.22,899,7,2,0,0,0,1,1
119.35,453,2,0,1,0,0,0,0
86.53,889,1,1,1,0,0,0,0
38.91,851,1,2,0,0,0,0,0
24.32,170,5,0,0,1,0,0,0
9.37,830,3,0,1,0,0,0,0
94.6,698,4,1,0,0,0,0,0
13.95,1081,2,0,0,0,0,0,0
73.36,1264,3,0,0,0,0,0,0
51.24,769,1,0,1,0,0,0,0
131.52,358,5,0,1,0,0,0,0
49.3,201,7,1,0,0,0,0,0
47.97,444,5,1,0,0,0,1,0
138.64,1861,7,1,0,0,1,0,1
93.23,827,2,1,0,0,0,1,1
91.48,1326,5,0,1,0,0,0,1
106.62,1130,5,1,0,0,0,0,0
14.36,1826,3,0,0,0,0,0,0
142.14,101,5,1,0,0,0,0,0
123.03,1121,3,0,0,0,0,0,0
24.13,1689,7,0,0,1,0,0,0
52.24,938,4,1,1,0,0,0,0
64.12,29,2,1,0,0,0,0,0
58.29,1530,7,1,3,0,1,0,1
93.12,665,7,1,0,0,0,1,1
279.04,1462,5,1,0,0,0,1,0
196.72,1403,4,1,0,0,0,0,0
17.95,73,4,1,0,0,0,0,0
124.22,254,1,1,0,0,0,0,0
251.88,1987,5,0,1,0,1,0,0
98.18,1935,3,0,1,0,0,0,0
198.54,516,5,3,1,0,0,0,1
498.83,749,7,0,0,1,0,0,0
185.62,1574,1,0,0,0,0,0,0
85.57,1044,2,1,0,0,0,0,1
189.63,1649,5,0,1,0,0,0,0
77.08,535,2,0,0,0,0,1,0
68.3,421,3,2,0,0,0,0,0
46.93,446,5,1,0,0,0,0,0
318.43,879,3,0,0,0,0,0,0
29.42,136,3,2,1,0,0,0,0
308.7,1529,3,0,0,0,0,0,0
109.93,1957,1,0,0,0,0,0,0
16.46,1784,8,1,0,1,0,0,0
96.32,1325,8,1,0,0,0,0,0
8.17,1633,5,1,1,0,0,0,0
124.65,33,3,1,1,1,0,0,1
161.62,647,7,0,1,0,0,0,0
36.88,1791,5,1,1,0,0,0,0
75.46,278,7,0,0,0,0,1,0
470.67,133,1,1,1,0,0,0,0
40.22,750,2,0,1,0,0,0,0
23.13,1551,3,1,1,0,0,0,0
293.44,1813,6,0,1,0,0,1,0
474.65,126,1,0,0,0,0,0,0
66.93,345,2,0,0,0,0,0,0
183.36,17,6,1,0,0,0,0,0
255.05,824,3,2,0,0,0,0,0
31.74,562,2,1,0,0,0,0,0
41.05,647,7,1,0,0,0,0,0
228.35,630,3,1,1,0,0,0,0
359.61,1402,6,1,1,0,0,0,0
117.08,818,5,0,1,1,0,0,0
27.67,60,2,0,0,0,1,0,1
486.41,1661,6,4,2,0,0,1,0
39.21,467,1,2,0,0,1,0,0
47.7,628,3,0,0,0,0,0,0
93.91,391,1,0,1,0,0,0,0
315.5,936,4,0,0,0,0,0,0
156.64,685,5,0,0,0,0,0,1
100.97,1211,4,1,0,1,0,0,0
105.98,498,4,1,0,0,0,0,1
69.65,600,2,1,0,0,1,0,0
116.53,1739,3,1,1,0,0,0,1
5.31,1385,4,0,0,0,0,0,0
49.57,1847,3,1,0,0,0,0,0
84.89,1856,5,2,0,0,0,0,0
21.09,449,0,1,1,0,1,1,1
98.13,1718,3,1,0,0,1,0,0
54.35,1888,3,2,0,1,1,0,1
385.86,680,1,0,1,0,0,0,0
321.51,1205,4,1,0,0,0,0,0
41.85,1836,7,0,0,0,0,0,0
57.35,1983,1,1,0,0,1,0,0
61.93,130,5,0,1,0,1,0,0
42.45,1999,6,0,1,1,0,0,0
81.05,149,3,2,0,1,0,0,1
31.24,1496,4,0,1,1,0,0,0
21.53,818,10,0,0,1,1,0,0
124.3,1745,3,1,1,0,0,0,0
125.15,1647,8,3,0,0,0,0,0
29.84,948,2,0,1,1,0,0,0
163.26,500,4,0,0,0,0,0,0
35.46,1673,6,0,0,0,1,1,1
85.9,1379,4,1,0,0,0,0,0
151.46,1940,5,1,2,0,0,0,1
64.48,1235,4,1,1,0,0,0,0
105.08,658,4,3,0,0,0,0,0
39.79,1620,5,2,3,0,0,1,1
54.79,1054,7,4,1,1,1,1,1
54.28,577,2,0,0,0,1,0,0
31.61,1048,8,0,1,0,0,0,0
55.88,984,3,1,0,0,1,0,0
14.17,1967,3,1,1,0,0,0,0
40.81,723,2,2,2,0,0,0,1
50.16,222,5,1,0,0,0,0,0
51.62,602,3,1,0,0,0,0,0
52.38,1642,4,0,0,0,1,0,0
62.69,684,4,0,0,0,1,0,0
107.71,742,2,0,2,0,0,0,0
159.89,925,5,2,1,1,0,0,1
34.82,1613,0,1,0,0,0,0,0
20.02,580,4,2,1,1,0,0,0
23.52,1901,4,0,2,0,0,0,0
40.97,401,1,1,1,0,0,0,0
46.9,1889,2,1,1,0,0,0,0
30.88,901,2,0,0,0,0,0,0
18.24,1628,3,0,1,0,0,1,0
42.26,512,2,1,1,0,0,0,0
79.95,88,4,2,0,0,0,0,0
120.91,1489,3,1,1,0,0,0,0
38.19,50,1,0,0,0,0,0,0
44.12,103,2,0,0,1,0,0,1
26.4,368,5,0,1,0,0,0,0
64.62,936,3,0,0,0,0,0,0
28.55,1516,3,0,0,0,0,0,0
118.29,1582,0,2,1,0,0,0,0
11.18,1715,0,0,1,0,0,0,0
46.54,1803,4,0,0,1,0,0,1
90.12,1292,7,1,0,0,0,0,0
80.14,1421,4,0,0,0,0,0,0
985.39,1344,5,2,0,0,0,0,0
94.61,1544,3,1,0,0,0,0,0
24.43,1473,3,3,0,0,0,0,0
60.61,1801,5,2,0,0,1,0,0
11.29,1500,4,1,0,0,1,0,0
61.52,898,5,1,2,0,0,1,0
28.99,1614,2,1,0,0,0,0,0
166.57,909,5,0,0,0,0,1,1
38.49,1264,6,1,0,0,0,0,0
59.34,258,3,1,0,0,0,0,0
35.32,1732,2,2,1,0,0,0,0
379.5,1996,3,0,0,1,0,0,0
48.36,1968,4,0,2,0,1,0,1
416.78,1866,3,0,0,0,0,1,0
150.53,1667,9,1,0,0,0,1,0
107.99,1988,4,1,2,0,0,0,0
96.42,390,4,1,2,0,0,0,0
98.87,1367,4,0,0,0,0,1,0
9.7,773,3,3,2,0,0,2,1
50.46,754,2,1,0,0,0,0,0
155.27,1411,2,0,0,0,0,0,0
63.5,394,3,1,0,0,0,0,0
16.36,683,2,1,1,0,0,0,0
63.28,1683,8,0,0,0,0,0,0
366.54,270,4,1,1,0,0,0,0
232.04,149,4,0,0,1,0,0,0
62.68,1404,6,0,3,0,0,0,0
172.68,811,8,2,0,0,0,0,0
46.22,28,6,0,2,0,0,0,0
12.14,1173,3,1,1,0,0,0,0
26.46,1444,5,0,0,0,0,0,0
318.27,280,0,1,2,0,1,0,0
50.7,1206,1,3,2,0,0,0,1
52.28,166,5,1,1,0,0,0,0
49.41,17,4,0,0,0,0,0,0
447.71,1174,9,1,1,0,0,1,1
338.99,339,3,0,0,0,0,0,0
613.25,1069,3,0,0,0,0,0,0
56.88,1526,5,0,0,0,0,0,0
89.62,842,3,1,0,0,0,0,0
14.63,189,3,0,0,0,0,2,0
292.05,651,1,1,0,0,0,0,0
20.74,1085,3,1,0,0,0,0,1
82.83,294,7,1,0,1,1,0,0
22.26,1858,1,1,0,0,0,0,0
37.01,1057,5,4,0,0,0,0,0
28.87,1323,4,1,0,1,0,0,1
36.31,415,4,0,0,0,1,1,0
38.9,1648,3,0,0,0,0,0,0
38.54,803,2,1,0,0,0,0,0
153.44,1573,4,1,0,0,1,0,0
22.09,431,3,4,1,0,0,0,0
83.14,1519,5,0,0,0,0,0,0
225.42,1124,6,2,0,0,1,0,0
39.92,1047,3,1,0,0,0,0,0
32.53,1444,3,2,0,0,0,0,0
52.96,1448,5,1,1,0,0,2,0
216.96,487,1,1,0,0,0,0,0
80.97,1754,1,0,0,0,0,0,0
39.2,89,5,1,0,0,0,0,0
108.19,1233,2,0,0,0,0,0,0
22.15,271,1,0,0,0,0,0,0
131.81,1957,6,2,0,0,1,1,0
100.34,1773,3,2,1,0,0,0,0
49.02,900,5,0,0,0,0,0,0
28.83,1430,3,0,1,0,0,0,0
27.48,1745,4,2,1,0,0,1,0
113.84,278,6,0,0,0,0,1,0
227.92,206,3,1,0,0,0,0,0
35.26,1614,3,0,0,0,0,0,0
105.47,913,5,1,2,0,1,0,0
8.27,328,7,1,1,0,0,0,1
37.17,1634,5,0,1,1,0,0,0
64.65,858,1,0,0,0,0,0,0
26.85,877,2,0,0,0,0,0,0
26.14,862,4,2,0,1,0,0,0
34.2,336,1,0,0,0,0,0,1
89.32,606,3,0,0,0,1,0,0
55.29,592,3,1,0,0,0,0,0
7.11,1062,5,1,0,0,0,1,0
8.0,1014,10,2,0,0,0,0,0
36.35,1944,5,1,1,0,1,0,0
105.39,1252,2,1,0,0,0,0,0
4.27,1507,4,2,0,1,0,0,0
40.46,1158,4,1,1,0,0,0,0
39.4,708,4,0,3,0,0,0,0
267.29,978,3,0,0,0,0,0,0
45.38,1414,5,0,0,0,0,0,0
97.81,1818,2,1,0,0,0,1,0
76.8,1637,2,0,0,0,0,0,0
7.92,425,2,1,1,0,0,0,0
143.77,587,4,0,1,0,0,0,0
82.71,806,7,2,0,0,0,0,0
110.86,1534,2,1,0,1,1,0,0
3382.05,720,8,1,0,1,0,0,0
8.3,1619,2,1,0,1,1,0,0
374.16,1451,8,0,1,0,1,1,1
50.03,949,6,1,0,0,0,0,0
88.88,655,8,4,3,0,0,0,1
63.72,474,5,3,2,0,0,0,0
43.63,568,4,0,1,0,0,0,0
37.72,1385,4,0,0,0,0,0,0
92.71,1976,5,0,1,0,0,0,0
14.63,1823,5,0,0,0,0,0,0
141.26,211,5,0,0,1,0,0,0
43.98,1977,4,0,0,0,0,0,0
21.54,1203,4,1,0,0,0,0,0
42.52,1944,4,0,0,0,0,0,0
234.43,1082,3,1,2,0,0,0,1
39.04,1097,3,1,2,0,0,0,0
95.44,215,3,0,0,0,0,0,0
32.11,900,5,1,1,0,0,0,0
142.3,1802,1,0,0,0,0,0,0
132.36,1983,3,2,2,0,0,0,0
423.52,1097,6,1,0,0,0,0,0
55.95,467,4,2,1,0,0,0,0
130.15,1295,6,0,1,0,0,0,0
73.56,1523,4,1,0,0,0,0,0
243.68,354,3,1,0,1,0,1,1
32.5,1258,3,0,1,0,0,0,0
140.47,1343,2,2,0,1,0,0,0
54.89,1043,4,0,0,0,0,0,0
62.54,625,2,2,0,0,0,1,0
73.09,1599,2,2,1,0,0,1,0
85.82,372,3,0,2,0,1,0,1
59.37,184,3,1,0,0,0,0,0
82.66,1301,5,1,0,1,0,1,1
323.15,674,2,0,0,0,0,0,0
178.65,755,7,0,1,0,0,2,1
159.04,1169,6,2,0,0,0,0,0
42.29,1682,7,1,1,0,0,0,0
27.41,1105,2,0,0,0,0,1,1
173.35,322,3,1,0,0,0,0,0
160.14,435,4,0,1,0,1,0,0
290.81,1857,3,0,1,0,0,0,0
36.45,1067,6,1,1,0,0,1,0
53.01,1337,5,0,2,0,1,1,0
12.94,1930,2,2,1,0,0,0,0
45.04,293,8,2,1,0,0,0,0
180.65,688,3,0,0,0,0,0,0
41.83,888,4,0,0,0,1,0,0
126.53,69,2,1,1,0,0,1,1
55.12,56,4,0,1,0,0,0,0
92.21,631,4,0,0,0,0,0,0
21.16,1228,6,0,0,0,0,0,0
72.62,420,3,0,1,0,0,0,0
3.35,1951,4,1,2,0,0,0,0
55.32,567,4,2,0,0,0,0,0
13.06,550,6,2,1,0,0,0,0
222.74,243,7,2,1,0,1,1,0
145.1,1225,2,1,0,0,0,1,0
106.34,748,4,1,1,0,0,0,0
305.21,1498,5,0,1,0,0,0,0
25.82,527,3,1,1,0,0,0,0
382.74,1680,0,1,0,0,0,0,0
169.39,77,5,0,0,0,0,0,0
52.64,1502,5,1,0,0,1,0,0
207.6,1845,4,0,1,0,0,0,0
22.06,440,2,2,0,0,0,0,0
29.24,1287,5,2,0,0,0,1,0
36.29,1209,7,1,2,0,0,0,0
39.29,1079,6,0,1,0,0,0,0
23.18,1332,3,0,1,1,0,0,0
226.58,516,2,0,0,0,1,0,0
51.48,1323,5,3,1,0,0,0,0
94.87,1576,6,1,0,0,0,0,0
37.7,1254,1,1,1,0,0,0,0
10.8,1401,2,0,0,0,0,0,0
87.36,1310,2,2,0,0,0,0,0
9.85,1162,5,1,1,0,0,0,0
62.26,1502,2,2,1,0,0,0,0
16.97,615,3,1,0,0,0,0,0
486.52,1031,7,0,0,0,0,0,0
165.9,676,1,0,0,0,0,0,0
74.13,1443,4,1,0,0,0,0,0
235.97,1496,4,0,0,1,0,1,0
28.61,1959,4,1,1,0,0,0,0
114.83,420,3,1,0,0,0,0,0
81.44,1901,4,0,1,0,0,0,0
86.84,276,1,2,1,0,0,0,0
238.02,1585,3,1,0,0,0,0,0
138.72,608,4,1,1,0,0,0,0
89.01,571,6,0,0,0,0,0,0
12.74,1767,3,0,0,0,0,0,0
25.53,1713,1,1,0,1,0,1,1
58.99,90,2,1,0,1,0,0,0
73.21,282,2,2,1,0,0,0,0
21.54,1572,2,0,0,1,0,0,1
743.73,1195,1,1,0,0,0,0,0
303.81,638,6,0,0,0,0,0,0
121.77,811,5,0,0,0,0,0,0
71.67,1379,4,0,0,0,0,0,0
53.94,1228,4,1,0,0,1,0,0
25.74,1313,5,0,1,0,0,0,1
72.06,868,3,0,0,0,1,0,0
86.29,462,2,2,2,0,0,1,1
19.26,1633,5,0,0,0,0,0,0
93.15,750,2,0,0,0,0,0,0
57.1,1197,5,0,1,0,1,0,0
9.9,301,5,2,0,0,0,0,0
28.21,600,6,2,0,1,0,0,0
44.1,1935,3,0,0,0,1,0,0
440.4,1887,3,1,0,1,0,0,0
116.34,529,1,1,0,0,0,0,0
17.54,140,4,0,0,0,0,0,0
108.42,1790,1,2,0,0,1,0,0
14.19,278,3,0,1,0,1,0,0
196.9,663,4,0,2,0,1,0,0
41.63,511,2,1,1,0,0,0,0
60.73,1370,3,0,0,0,0,0,0
251.09,1870,4,2,0,0,1,0,0
18.41,1164,5,0,0,0,1,0,0
16.49,114,7,1,0,0,0,0,0
37.2,580,11,1,1,0,0,0,0
188.36,1531,8,0,0,0,0,0,0
14.59,1390,6,1,2,0,0,0,0
3.93,691,4,0,1,0,0,1,1
42.47,637,7,0,1,1,0,0,0
115.79,1421,3,1,1,0,0,0,0
221.46,1849,2,3,0,1,0,0,0
41.97,823,4,0,0,0,0,0,0
44.19,1874,4,1,1,0,0,0,0
211.43,875,6,1,2,0,0,0,0
10.28,1948,6,0,1,1,0,0,0
45.22,1894,6,0,1,0,0,0,0
80.67,1769,2,1,1,0,0,0,0
104.5,940,4,0,0,0,0,0,0
40.05,1683,6,2,0,0,0,1,0
69.02,942,2,0,0,0,0,0,0
5.54,1135,3,1,1,0,0,0,0
34.53,1899,2,0,0,0,1,0,0
104.95,358,1,0,1,0,0,0,0
24.97,1262,1,1,1,0,0,0,1
70.74,3,3,2,1,0,0,0,1
104.26,1747,3,3,0,0,0,0,0
47.34,404,9,1,2,0,0,0,0
79.08,25,3,1,0,0,1,0,0
25.46,1867,8,0,0,1,0,0,0
54.24,509,6,0,1,0,0,0,0
122.76,696,3,0,1,0,0,0,0
78.02,1489,5,0,0,0,1,0,0
37.09,61,5,1,1,0,0,0,0
83.45,1532,2,0,1,0,0,0,0
136.27,123,5,0,0,0,0,0,0
8.59,1521,3,0,1,1,0,0,0
212.53,55,5,0,0,0,1,0,0
47.64,1187,5,1,1,0,0,1,0
102.05,974,3,0,2,0,0,0,0
220.8,1723,4,1,0,0,0,0,0
16.92,1063,5,2,0,0,1,0,0
32.8,1721,4,0,0,0,0,0,0
49.97,1107,7,1,1,0,1,0,0
30.45,1731,7,0,2,0,0,0,0
378.02,546,2,0,0,0,1,0,1
28.31,113,2,2,1,0,0,0,0
38.26,425,4,1,0,0,1,0,1
81.81,918,3,1,1,0,0,0,0
20.04,230,3,1,1,0,0,0,0
44.89,1307,10,1,1,0,0,0,0
91.6,917,4,0,0,0,1,0,1
47.81,1961,7,0,0,0,0,1,1
60.74,1311,1,1,0,0,0,0,1
39.28,155,4,0,0,0,0,1,1
14.67,165,3,5,2,0,0,1,0
91.98,962,2,2,0,0,1,0,0
385.65,1206,4,2,0,0,0,1,0
67.92,1263,7,1,0,0,0,0,0
83.53,649,2,1,0,1,0,0,0
133.32,1363,3,0,1,0,0,0,0
18.74,938,3,1,0,0,1,1,1
365.96,512,2,2,1,0,1,0,0
81.64,932,5,0,1,0,0,0,0
340.99,266,2,2,0,0,0,0,0
32.04,187,6,1,1,0,0,0,0
410.78,1064,6,0,0,0,0,1,0
144.77,1846,2,0,0,0,0,0,0
115.94,1517,2,4,0,0,0,0,1
84.27,1703,0,0,1,0,0,0,0
52.01,391,5,0,1,0,0,0,0
221.52,1284,4,0,2,0,0,0,0
76.74,655,4,0,1,0,1,0,0
9.33,1740,8,0,0,0,0,0,0
21.82,176,4,0,1,0,1,0,0
55.38,774,1,0,0,0,0,0,0
90.92,764,1,0,1,0,0,0,1
63.02,1353,2,0,2,0,0,2,1
225.65,931,4,0,0,0,0,0,0
9.48,1224,1,2,1,1,0,0,0
76.98,711,4,0,0,0,0,0,0
10.83,1220,4,2,1,0,0,0,0
142.55,826,3,1,0,0,0,0,0
60.68,589,4,1,0,1,1,1,0
101.45,531,6,1,1,1,1,0,1
28.11,1086,2,1,0,0,0,0,0
239.72,1351,5,0,1,0,0,0,0
189.0,1930,10,0,0,0,0,0,0
119.53,281,4,1,1,0,0,0,0
58.59,1964,2,0,0,0,1,0,0
119.09,1786,6,0,1,0,0,0,0
32.89,227,3,0,0,0,0,0,0
156.89,639,4,0,0,0,0,0,0
347.05,1082,2,0,1,0,0,0,0
194.53,921,4,1,0,0,0,1,1
32.15,477,5,1,0,0,0,0,0
95.72,1400,2,0,0,0,0,0,0
18.3,716,6,0,0,0,0,0,0
118.2,243,5,0,0,0,0,1,0
104.65,367,6,1,1,0,0,0,0
10.28,936,1,1,0,0,0,0,0
20.87,1868,6,3,1,0,0,0,0
50.24,1524,2,0,0,1,0,0,0
49.36,838,4,3,0,0,0,1,1
19.9,1276,2,0,0,0,0,0,0
98.39,906,4,1,1,0,0,0,0
85.75,1346,2,1,1,0,1,1,1
54.91,376,8,1,0,0,0,0,0
31.32,1433,2,2,1,1,0,0,0
190.32,711,2,1,0,0,0,0,0
349.12,1512,1,0,0,0,0,0,0
41.12,343,4,0,0,0,1,0,0
36.16,240,2,2,0,0,0,1,1
108.98,139,3,0,1,0,0,0,0
46.62,1146,2,0,1,0,0,0,0
58.01,420,4,0,2,0,0,0,0
139.72,1585,4,1,0,0,0,0,0
9.88,304,2,0,0,0,0,0,0
249.21,115,8,1,1,0,0,0,0
71.71,343,9,0,1,1,0,2,1
44.19,1275,1,2,0,0,0,1,1
60.99,7,2,1,2,0,0,1,1
64.23,731,3,1,0,0,0,0,0
11.81,1613,3,1,0,1,0,0,1
297.36,179,7,2,0,0,0,0,0
69.5,1169,3,2,0,0,0,0,0
103.86,416,2,0,1,0,0,0,0
172.7,666,2,1,0,0,0,0,0
24.02,1145,5,0,1,0,1,0,1
107.07,1148,3,0,0,0,0,0,0
51.03,150,4,2,0,0,1,1,1
155.52,397,5,1,0,0,0,0,0
7.95,381,4,0,0,0,0,0,0
60.39,1804,6,2,1,0,0,0,0
36.5,839,1,3,0,0,0,0,0
102.75,1,4,1,0,0,1,0,1
106.7,1697,5,3,0,0,1,0,0
32.86,244,4,1,1,0,0,0,0
32.71,1911,4,0,0,0,1,0,0
59.7,1422,7,2,0,0,0,1,0
27.2,1275,6,2,0,0,1,0,0
154.78,879,3,0,0,0,0,0,0
46.1,1600,3,1,0,0,1,0,1
3.64,1323,5,3,0,0,0,0,0
45.84,760,5,0,0,0,0,0,0
23.6,954,6,1,0,0,0,1,1
13.05,1321,3,1,0,0,0,0,1
19.35,977,0,1,1,0,0,0,0
74.4,1988,5,1,0,0,0,1,0
251.8,1524,4,0,0,0,0,1,0
91.21,1139,2,0,1,1,0,0,0
36.36,1831,4,4,0,0,0,1,0
105.2,1,5,0,0,0,0,1,1
42.14,553,8,0,1,0,0,0,0
33.29,1709,1,1,0,0,0,0,0
21.02,1624,5,2,0,0,0,0,0
11.57,482,4,0,1,0,1,0,0
45.15,1634,10,0,0,0,0,0,1
78.1,600,4,0,0,0,0,0,0
60.54,763,5,1,2,0,1,0,1
43.99,1534,5,1,0,0,0,0,0
25.9,335,3,0,0,0,0,0,0
122.52,465,6,0,0,1,0,0,0
17.87,1165,6,0,1,0,0,0,0
144.9,583,4,1,1,0,0,0,0
24.48,137,3,2,0,0,0,0,0
31.42,1004,6,0,0,0,0,0,0
15.38,1983,4,0,0,0,0,0,0
40.39,1635,0,0,0,0,1,1,1
176.85,1687,8,1,0,0,0,0,0
111.68,950,6,2,0,0,0,0,0
177.4,687,2,0,0,0,0,0,0
112.41,167,3,0,1,0,0,0,0
22.12,1367,4,1,0,0,1,0,0
47.9,1434,5,0,1,0,0,0,0
30.56,1793,3,0,0,0,0,0,0
252.29,910,3,0,1,0,0,0,0
20.15,1760,4,0,0,0,0,0,0
162.99,880,5,0,1,0,0,0,0
162.87,842,2,0,1,0,0,1,0
415.56,65,1,0,1,0,0,1,0
44.27,1605,7,2,1,0,0,0,0
135.95,1091,5,0,1,0,0,0,0
653.05,433,3,1,1,0,0,0,0
35.96,1074,3,2,1,1,0,0,0
14.37,1338,2,1,0,0,0,0,0
10.18,1333,2,1,0,1,0,0,0
136.01,1627,1,0,1,0,0,0,0
10.14,115,1,0,0,1,0,0,0
45.96,1910,6,1,0,0,0,0,0
103.27,569,3,2,1,0,0,0,0
80.25,1366,8,1,0,0,0,0,0
102.05,1554,5,2,0,0,0,1,1
83.29,1808,1,0,0,0,0,0,0
239.57,642,5,2,0,0,0,0,0
25.73,495,7,1,1,0,0,0,0
33.89,1293,4,0,2,0,0,0,1
30.79,941,3,0,0,0,0,0,0
152.96,1104,1,0,0,0,0,0,0
164.09,1480,8,0,1,0,0,1,1
104.71,1323,8,0,0,0,0,1,0
217.78,968,3,2,0,0,0,0,0
20.53,822,3,1,1,0,0,0,0
353.27,202,3,2,1,0,0,0,0
305.89,1527,4,1,0,0,1,0,0
139.16,1761,3,0,2,0,0,0,0
396.15,1695,3,2,0,0,0,0,0
12.72,1740,3,1,0,0,0,1,1
39.47,649,2,1,1,0,0,0,0
31.97,1509,4,2,0,0,0,0,0
137.21,1609,3,0,0,0,0,0,0
23.33,560,3,1,0,0,0,0,0
142.24,1042,2,0,0,1,1,0,0
262.57,478,2,0,3,0,0,0,0
133.65,488,0,2,0,0,0,0,0
88.57,983,2,0,0,0,1,0,0
24.83,779,4,0,1,1,0,1,1
28.59,1470,3,0,1,0,0,0,0
232.67,340,1,0,0,0,1,0,1
145.38,1555,2,2,0,0,0,0,0
64.13,612,1,1,1,1,0,0,0
43.91,116,4,1,0,0,0,0,0
8.8,1882,6,3,0,0,0,0,0
22.85,74,4,0,0,0,0,0,0
450.98,1816,3,0,0,0,0,0,0
18.53,1293,0,1,0,0,0,0,0
80.6,1661,3,0,1,0,0,0,0
182.63,116,4,0,0,0,0,0,0
19.01,1710,5,0,1,0,1,1,1
80.21,1717,4,0,0,0,1,1,1
170.36,1762,1,1,0,0,0,0,0
67.53,1693,4,0,0,0,0,0,0
1174.27,1188,9,1,0,0,0,0,0
12.57,1607,3,2,0,0,0,0,0
192.24,1246,2,2,0,0,0,0,0
56.1,126,5,1,0,0,1,1,0
144.3,657,9,0,1,0,0,0,0
103.68,1200,4,2,1,0,1,0,0
32.04,1997,3,2,1,0,0,0,0
83.85,664,3,0,0,0,1,0,0
10.4,1718,4,1,0,0,0,0,0
121.91,1399,3,0,0,0,0,0,0
89.85,991,3,1,1,0,0,0,0
126.3,1018,4,0,0,0,0,0,0
192.12,859,5,2,0,0,0,0,0
96.31,1522,4,1,1,0,0,0,0
77.33,85,5,0,1,0,0,0,0
27.63,1900,3,0,1,0,1,1,0
32.71,1407,6,2,0,0,1,1,1
218.49,633,3,1,1,0,0,0,0
280.43,1665,3,1,1,0,0,0,0
52.56,1487,3,0,1,0,0,0,0
69.83,451,4,2,1,0,0,1,1
26.99,518,3,1,1,0,0,0,0
215.46,846,4,1,0,0,0,0,0
129.72,695,6,1,0,0,0,0,0
464.62,550,5,2,1,0,0,0,0
27.71,929,7,0,0,0,0,0,0
45.7,116,2,0,0,0,1,0,0
84.05,1638,4,1,0,0,0,0,0
127.29,1032,2,0,2,0,0,0,1
53.75,1242,3,2,0,0,0,0,0
27.86,1743,4,0,0,0,0,0,0
161.0,1614,2,0,0,0,0,0,0
137.16,1904,4,1,1,0,1,0,0
26.67,404,5,1,0,0,0,0,0
258.64,1591,1,2,0,0,1,0,0
214.91,304,8,1,1,1,0,0,0
76.27,1491,1,0,0,0,0,0,0
72.21,1976,1,0,2,0,0,0,1
116.05,740,4,0,2,0,0,0,0
28.17,88,2,2,2,0,0,0,0
68.72,1034,8,3,1,0,0,1,1
7.75,308,3,1,0,0,0,0,0
160.21,434,2,0,1,1,0,0,0
13.99,802,5,1,0,0,0,0,0
299.89,164,3,0,0,0,0,0,0
47.94,1263,5,0,1,0,0,0,0
53.96,1341,4,3,0,0,0,0,1
35.6,996,3,0,0,0,0,0,1
50.0,656,5,1,1,0,0,0,1
275.48,1359,4,0,2,1,0,0,0
5.54,18,0,1,1,0,0,0,1
239.12,1095,3,1,1,0,0,0,0
93.51,1199,5,0,1,0,0,0,0
19.94,1878,3,0,0,0,0,0,0
22.75,1824,1,1,0,0,0,1,0
356.52,811,4,1,2,0,0,1,0
25.91,339,7,0,1,0,0,0,0
21.04,1960,3,0,0,0,0,0,0
207.95,248,4,1,0,1,0,0,1
93.56,1217,2,0,2,0,0,1,1
26.1,1443,3,1,0,0,0,0,0
82.82,1349,4,0,1,0,0,0,0
23.91,306,5,0,0,0,0,0,0
200.5,1804,3,0,2,0,0,1,1
192.75,204,6,0,0,0,1,0,0
113.52,853,1,0,0,0,0,0,0
95.74,1147,4,2,0,0,1,0,0
388.07,1594,1,0,0,0,1,0,0
66.67,1875,0,1,2,0,0,0,0
20.45,447,4,0,1,0,1,0,0
104.53,713,8,0,0,0,0,0,0
537.03,1515,6,1,1,1,0,0,0
24.17,433,2,2,0,1,0,0,0
46.46,1648,4,2,0,0,0,0,0
101.13,1152,4,0,0,0,0,0,0
63.19,1572,10,0,0,0,0,0,0
24.97,1770,6,0,0,0,0,0,0
204.76,822,1,0,0,0,1,0,0
678.61,1071,4,0,1,0,0,0,0
81.14,505,4,1,1,0,1,0,0
27.0,115,2,3,0,0,0,1,0
14.17,1440,3,0,0,1,0,0,0
86.31,1791,2,2,0,0,1,0,0
201.12,995,3,3,0,0,1,0,0
107.25,223,5,0,0,0,0,0,0
66.53,636,7,0,0,0,0,0,0
36.99,1973,3,2,0,0,0,1,1
22.37,1527,4,0,1,0,0,1,1
153.66,672,1,0,0,0,0,0,0
166.3,958,10,1,0,0,1,0,1
14.21,933,2,0,0,0,0,0,0
326.96,96,3,1,1,0,0,0,0
118.4,107,2,1,1,0,0,0,0
270.32,632,4,1,0,0,0,0,0
17.42,1637,2,1,1,0,0,0,0
17.02,1639,5,1,1,0,0,0,0
57.46,1702,5,1,0,0,0,0,0
110.25,1950,9,1,0,0,0,0,0
401.96,698,6,2,2,0,0,0,0
135.11,32,1,0,1,0,0,1,0
52.32,1517,6,0,0,0,0,2,1
23.89,66,3,0,0,0,1,1,1
228.15,1203,2,1,0,0,0,0,0
25.41,779,4,3,1,0,0,0,0
339.84,1467,4,0,0,0,0,1,1
50.18,916,1,0,0,0,0,0,0
327.2,549,4,0,1,0,0,1,0
